Chr	Amplicon_Start	Insert_Start	Insert_Stop	Amplicon_Stop	Gene	Ampl	AMPN
chr9	5044350	5044379	5044451	5044475	JAK2	ampl102	JAK2-A07
chr9	5044407	5044432	5044500	5044531	JAK2	ampl1222	JAK2-A08
chr9	5044468	5044490	5044565	5044595	JAK2	ampl104	JAK2-A09
chr9	5050648	5050681	5050759	5050787	JAK2	ampl1260	JAK2-A10
chr9	5050728	5050755	5050837	5050867	JAK2	ampl114	JAK2-A11
chr9	5054475	5054507	5054584	5054612	JAK2	ampl1272	JAK2-A12
chr9	5054550	5054580	5054652	5054679	JAK2	ampl152	JAK2-A13
chr9	5054612	5054642	5054709	5054738	JAK2	ampl1298	JAK2-A14
chr9	5054677	5054699	5054781	5054805	JAK2	ampl154	JAK2-A15
chr9	5054737	5054767	5054834	5054861	JAK2	ampl1300	JAK2-A16
chr9	5054841	5054869	5054950	5054980	JAK2	ampl156	JAK2-A17
chr9	5055616	5055642	5055724	5055749	JAK2	ampl1256	JAK2-A18
chr9	5055682	5055714	5055783	5055816	JAK2	ampl112	JAK2-A19
chr9	5055748	5055773	5055849	5055882	JAK2	ampl1258	JAK2-A20
chr9	5064834	5064863	5064943	5064973	JAK2	ampl58	JAK2-A21
chr9	5064906	5064933	5065019	5065041	JAK2	ampl1204	JAK2-A22
chr9	5064991	5065009	5065092	5065125	JAK2	ampl60	JAK2-A23
chr9	5066611	5066641	5066722	5066746	JAK2	ampl1216	JAK2-A24
chr9	5066682	5066712	5066788	5066820	JAK2	ampl70	JAK2-A25
chr9	5068976	5069000	5069089	5069112	JAK2	ampl1210	JAK2-A26
chr9	5069061	5069089	5069166	5069195	JAK2	ampl64	JAK2-A27
chr9	5069130	5069156	5069232	5069262	JAK2	ampl1212	JAK2-A28
chr9	5069844	5069872	5069959	5069983	JAK2	ampl116	JAK2-A29
chr9	5069917	5069949	5070010	5070041	JAK2	ampl1262	JAK2-A30
chr9	5069977	5070000	5070081	5070114	JAK2	ampl118	JAK2-A31
chr9	5072424	5072453	5072536	5072562	JAK2	ampl1302	JAK2-A32
chr9	5072503	5072526	5072598	5072627	JAK2	ampl158	JAK2-A33
chr9	5072562	5072588	5072657	5072687	JAK2	ampl1304	JAK2-A34
chr9	5073649	5073679	5073751	5073781	JAK2	ampl120	JAK2-A35
chr9	5073715	5073741	5073812	5073839	JAK2	ampl1264	JAK2-A36
chr9	5077338	5077370	5077448	5077475	JAK2	ampl146	JAK2-A37
chr9	5077441	5077471	5077541	5077565	JAK2	ampl1266	JAK2-A38
chr9	5077560	5077581	5077659	5077692	JAK2	ampl148	JAK2-A39
chr9	5078236	5078264	5078345	5078375	JAK2	ampl1268	JAK2-A40
chr9	5078308	5078335	5078404	5078434	JAK2	ampl150	JAK2-A41
chr9	5078370	5078394	5078466	5078495	JAK2	ampl1270	JAK2-A42
chr9	5080187	5080217	5080282	5080311	JAK2	ampl66	JAK2-A43
chr9	5080250	5080272	5080360	5080389	JAK2	ampl1214	JAK2-A44
chr9	5080346	5080373	5080452	5080485	JAK2	ampl68	JAK2-A45
chr9	5080458	5080487	5080572	5080596	JAK2	ampl1252	JAK2-A46
chr9	5080531	5080562	5080633	5080657	JAK2	ampl110	JAK2-A47
chr9	5080656	5080685	5080760	5080793	JAK2	ampl1254	JAK2-A48
chr9	5081670	5081702	5081780	5081804	JAK2	ampl864	JAK2-A49
chr9	5081737	5081770	5081834	5081861	JAK2	ampl2243	JAK2-A50
chr9	5081802	5081824	5081899	5081929	JAK2	ampl1043	JAK2-A51
chr9	5089635	5089665	5089745	5089773	JAK2	ampl1206	JAK2-A52
chr9	5089707	5089729	5089819	5089846	JAK2	ampl62	JAK2-A53
chr9	5089780	5089809	5089885	5089915	JAK2	ampl1208	JAK2-A54
chr9	5090409	5090440	5090520	5090548	JAK2	ampl162	JAK2-A55
chr9	5090486	5090516	5090582	5090610	JAK2	ampl1201	JAK2-A56
chr9	5090705	5090736	5090806	5090837	JAK2	ampl72	JAK2-A57
chr9	5090774	5090796	5090874	5090903	JAK2	ampl1218	JAK2-A58
chr9	5090840	5090864	5090934	5090964	JAK2	ampl1041	JAK2-A59
chr9	5122937	5122962	5123052	5123074	JAK2	ampl1176	JAK2-A60
chr9	5123017	5123042	5123122	5123153	JAK2	ampl56	JAK2-A61
chr9	5123087	5123117	5123185	5123215	JAK2	ampl1202	JAK2-A62
chr9	5126248	5126274	5126353	5126379	JAK2	ampl160	JAK2-A63
chr9	5126313	5126343	5126411	5126437	JAK2	ampl1306	JAK2-A64
chr9	5126621	5126647	5126733	5126758	JAK2	ampl100	JAK2-A65
chr9	5126694	5126723	5126796	5126823	JAK2	ampl1175	JAK2-A66
chr9	21968165	21968187	21968282	21968304	CDKN2A	ampl286	CDKN2A-A01
chr9	21968658	21968678	21968757	21968786	CDKN2A	ampl1699	CDKN2A-A02
chr9	21968726	21968747	21968831	21968851	CDKN2A	ampl551	CDKN2A-A03
chr9	21970855	21970876	21970976	21970993	CDKN2A	ampl1325	CDKN2A-A04
chr9	21974398	21974429	21974512	21974532	CDKN2A	ampl137	CDKN2A-A05
chr9	21974471	21974493	21974574	21974595	CDKN2A	ampl1329	CDKN2A-A06
chr9	21974583	21974606	21974700	21974719	CDKN2A	ampl139	CDKN2A-A07
chr9	21994047	21994070	21994166	21994186	CDKN2A	ampl1701	CDKN2A-A08
chr9	21994133	21994156	21994248	21994269	CDKN2A	ampl577	CDKN2A-A09
chr9	21994179	21994200	21994299	21994318	CDKN2A	ampl1703	CDKN2A-A10
chr9	21994298	21994317	21994412	21994433	CDKN2A	ampl284	CDKN2A-A11
chr9	77721229	77721261	77721346	77721368	GNAQ	ampl2153	GNAQ-A01
chr9	77721313	77721339	77721414	77721442	GNAQ	ampl959	GNAQ-A02
chr9	77721413	77721440	77721521	77721545	GNAQ	ampl2155	GNAQ-A03
chr9	77728456	77728480	77728554	77728587	GNAQ	ampl957	GNAQ-A04
chr9	77728514	77728544	77728618	77728649	GNAQ	ampl2151	GNAQ-A05
chr9	77728618	77728647	77728723	77728756	GNAQ	ampl1012	GNAQ-A06
chr9	77794388	77794420	77794501	77794527	GNAQ	ampl2134	GNAQ-A07
chr9	77794468	77794491	77794582	77794606	GNAQ	ampl932	GNAQ-A08
chr9	77794545	77794574	77794651	77794684	GNAQ	ampl2124	GNAQ-A09
chr9	77797474	77797499	77797594	77797613	GNAQ	ampl796	GNAQ-A10
chr9	77797571	77797593	77797687	77797709	GNAQ	ampl1954	GNAQ-A11
chr9	77815537	77815569	77815648	77815674	GNAQ	ampl985	GNAQ-A12
chr9	77815606	77815638	77815720	77815743	GNAQ	ampl2157	GNAQ-A13
chr9	77815678	77815710	77815782	77815815	GNAQ	ampl987	GNAQ-A14
chr9	77922113	77922135	77922227	77922252	GNAQ	ampl2159	GNAQ-A15
chr9	77922194	77922216	77922300	77922329	GNAQ	ampl989	GNAQ-A16
chr9	77922262	77922290	77922377	77922399	GNAQ	ampl2185	GNAQ-A17
chr9	130714261	130714283	130714375	130714399	ABL1	ampl783	ABL1-A01
chr9	130714327	130714349	130714432	130714457	ABL1	ampl2017	ABL1-A02
chr9	130714399	130714422	130714497	130714524	ABL1	ampl785	ABL1-A03
chr9	130854006	130854036	130854121	130854144	ABL1	ampl1991	ABL1-A04
chr9	130854076	130854099	130854182	130854206	ABL1	ampl781	ABL1-A05
chr9	130854150	130854172	130854257	130854280	ABL1	ampl1983	ABL1-A06
chr9	130854766	130854793	130854884	130854905	ABL1	ampl833	ABL1-A07
chr9	130854812	130854838	130854915	130854937	ABL1	ampl2065	ABL1-A08
chr9	130854947	130854967	130855057	130855083	ABL1	ampl835	ABL1-A09
chr9	130854976	130854997	130855080	130855101	ABL1	ampl2067	ABL1-A10
chr9	130862735	130862756	130862838	130862860	ABL1	ampl837	ABL1-A11
chr9	130862803	130862828	130862906	130862928	ABL1	ampl2069	ABL1-A12
chr9	130862876	130862897	130862991	130863014	ABL1	ampl839	ABL1-A13
chr9	130862986	130863008	130863098	130863120	ABL1	ampl1987	ABL1-A14
chr9	130872035	130872057	130872146	130872171	ABL1	ampl779	ABL1-A15
chr9	130872114	130872136	130872230	130872250	ABL1	ampl1989	ABL1-A16
chr9	130872820	130872838	130872927	130872946	ABL1	ampl829	ABL1-A17
chr9	130872895	130872917	130873004	130873031	ABL1	ampl2039	ABL1-A18
chr9	130872972	130872994	130873090	130873111	ABL1	ampl831	ABL1-A19
chr9	130874797	130874819	130874898	130874921	ABL1	ampl2035	ABL1-A20
chr9	130874868	130874888	130874987	130875007	ABL1	ampl827	ABL1-A21
chr9	130874952	130874972	130875060	130875079	ABL1	ampl2037	ABL1-A22
chr9	130878356	130878384	130878469	130878492	ABL1	ampl867	ABL1-A23
chr9	130878431	130878455	130878538	130878563	ABL1	ampl2075	ABL1-A24
chr9	130878487	130878513	130878593	130878619	ABL1	ampl1141	ABL1-A25
chr9	130880032	130880056	130880141	130880167	ABL1	ampl2301	ABL1-A26
chr9	130880106	130880131	130880223	130880245	ABL1	ampl1135	ABL1-A27
chr9	130880396	130880422	130880517	130880535	ABL1	ampl2071	ABL1-A28
chr9	130880490	130880517	130880608	130880628	ABL1	ampl865	ABL1-A29
chr9	130880588	130880609	130880705	130880726	ABL1	ampl2073	ABL1-A30
chr9	130883923	130883947	130884039	130884062	ABL1	ampl787	ABL1-A31
chr9	130883968	130883988	130884085	130884106	ABL1	ampl2025	ABL1-A32
chr9	130884083	130884104	130884204	130884222	ABL1	ampl823	ABL1-A33
chr9	130884241	130884261	130884350	130884370	ABL1	ampl1985	ABL1-A34
chr9	130884351	130884371	130884468	130884487	ABL1	ampl789	ABL1-A35
chr9	130884476	130884495	130884594	130884615	ABL1	ampl2027	ABL1-A36
chr9	130884573	130884592	130884689	130884708	ABL1	ampl791	ABL1-A37
chr9	130884667	130884690	130884784	130884806	ABL1	ampl2029	ABL1-A38
chr9	130884798	130884818	130884909	130884928	ABL1	ampl825	ABL1-A39
chr9	130884906	130884926	130885021	130885040	ABL1	ampl2031	ABL1-A40
chr9	130884959	130884982	130885077	130885098	ABL1	ampl817	ABL1-A41
chr9	130885178	130885198	130885294	130885317	ABL1	ampl2033	ABL1-A42
chr9	130885291	130885315	130885405	130885424	ABL1	ampl1139	ABL1-A43
chr9	130885375	130885394	130885478	130885500	ABL1	ampl2019	ABL1-A44
chr9	130885421	130885442	130885535	130885556	ABL1	ampl819	ABL1-A45
chr9	130885502	130885525	130885620	130885641	ABL1	ampl2021	ABL1-A46
chr9	130885563	130885588	130885669	130885690	ABL1	ampl821	ABL1-A47
chr9	130885647	130885670	130885762	130885785	ABL1	ampl2023	ABL1-A48
chr9	136495955	136495987	136496074	136496093	NOTCH1	ampl812	NOTCH1-A01
chr9	136496137	136496157	136496257	136496276	NOTCH1	ampl1478	NOTCH1-A02
chr9	136496252	136496271	136496371	136496389	NOTCH1	ampl362	NOTCH1-A03
chr9	136496425	136496444	136496531	136496550	NOTCH1	ampl1893	NOTCH1-A04
chr9	136496536	136496555	136496646	136496666	NOTCH1	ampl733	NOTCH1-A05
chr9	136496637	136496657	136496756	136496776	NOTCH1	ampl1895	NOTCH1-A06
chr9	136496803	136496822	136496917	136496937	NOTCH1	ampl729	NOTCH1-A07
chr9	136496807	136496827	136496924	136496944	NOTCH1	ampl1538	NOTCH1-A08
chr9	136497100	136497119	136497217	136497238	NOTCH1	ampl735	NOTCH1-A09
chr9	136497377	136497395	136497486	136497505	NOTCH1	ampl1476	NOTCH1-A10
chr9	136497381	136497401	136497501	136497520	NOTCH1	ampl731	NOTCH1-A11
chr9	136497502	136497520	136497615	136497636	NOTCH1	ampl1540	NOTCH1-A12
chr9	136498833	136498854	136498941	136498959	NOTCH1	ampl332	NOTCH1-A13
chr9	136498902	136498928	136499017	136499037	NOTCH1	ampl1885	NOTCH1-A14
chr9	136499017	136499037	136499128	136499146	NOTCH1	ampl677	NOTCH1-A15
chr9	136499117	136499137	136499236	136499256	NOTCH1	ampl1829	NOTCH1-A16
chr9	136499203	136499222	136499320	136499338	NOTCH1	ampl320	NOTCH1-A17
chr9	136500430	136500448	136500547	136500569	NOTCH1	ampl1841	NOTCH1-A18
chr9	136500541	136500561	136500660	136500678	NOTCH1	ampl687	NOTCH1-A19
chr9	136500705	136500723	136500814	136500833	NOTCH1	ampl1839	NOTCH1-A20
chr9	136500709	136500729	136500816	136500835	NOTCH1	ampl324	NOTCH1-A21
chr9	136501754	136501773	136501869	136501891	NOTCH1	ampl1466	NOTCH1-A22
chr9	136501774	136501792	136501894	136501913	NOTCH1	ampl647	NOTCH1-A23
chr9	136501918	136501940	136502032	136502053	NOTCH1	ampl1887	NOTCH1-A24
chr9	136501998	136502018	136502103	136502122	NOTCH1	ampl334	NOTCH1-A25
chr9	136502195	136502214	136502313	136502333	NOTCH1	ampl1542	NOTCH1-A26
chr9	136502319	136502341	136502437	136502457	NOTCH1	ampl737	NOTCH1-A27
chr9	136503174	136503193	136503292	136503312	NOTCH1	ampl1548	NOTCH1-A28
chr9	136503188	136503207	136503304	136503327	NOTCH1	ampl386	NOTCH1-A29
chr9	136504868	136504887	136504987	136505006	NOTCH1	ampl1799	NOTCH1-A30
chr9	136504869	136504890	136504989	136505008	NOTCH1	ampl673	NOTCH1-A31
chr9	136505254	136505275	136505364	136505383	NOTCH1	ampl1831	NOTCH1-A32
chr9	136505333	136505353	136505439	136505461	NOTCH1	ampl679	NOTCH1-A33
chr9	136505380	136505399	136505485	136505504	NOTCH1	ampl1833	NOTCH1-A34
chr9	136505483	136505501	136505598	136505620	NOTCH1	ampl681	NOTCH1-A35
chr9	136505500	136505519	136505612	136505631	NOTCH1	ampl1835	NOTCH1-A36
chr9	136505845	136505866	136505963	136505984	NOTCH1	ampl683	NOTCH1-A37
chr9	136506466	136506485	136506583	136506602	NOTCH1	ampl1472	NOTCH1-A38
chr9	136506529	136506549	136506645	136506666	NOTCH1	ampl318	NOTCH1-A39
chr9	136506608	136506627	136506727	136506746	NOTCH1	ampl1845	NOTCH1-A40
chr9	136506785	136506803	136506890	136506911	NOTCH1	ampl693	NOTCH1-A41
chr9	136507265	136507285	136507379	136507398	NOTCH1	ampl1468	NOTCH1-A42
chr9	136507324	136507345	136507438	136507456	NOTCH1	ampl316	NOTCH1-A43
chr9	136507396	136507418	136507515	136507534	NOTCH1	ampl1470	NOTCH1-A44
chr9	136507922	136507941	136508040	136508059	NOTCH1	ampl314	NOTCH1-A45
chr9	136508014	136508032	136508126	136508144	NOTCH1	ampl1795	NOTCH1-A46
chr9	136508214	136508233	136508326	136508344	NOTCH1	ampl810	NOTCH1-A47
chr9	136508315	136508336	136508432	136508451	NOTCH1	ampl1550	NOTCH1-A48
chr9	136508955	136508974	136509059	136509079	NOTCH1	ampl322	NOTCH1-A49
chr9	136509018	136509039	136509133	136509151	NOTCH1	ampl1474	NOTCH1-A50
chr9	136509727	136509746	136509845	136509865	NOTCH1	ampl727	NOTCH1-A51
chr9	136509794	136509813	136509909	136509928	NOTCH1	ampl1889	NOTCH1-A52
chr9	136509865	136509887	136509971	136509990	NOTCH1	ampl725	NOTCH1-A53
chr9	136510660	136510678	136510765	136510786	NOTCH1	ampl1797	NOTCH1-A54
chr9	136510668	136510686	136510785	136510804	NOTCH1	ampl645	NOTCH1-A55
chr9	136511089	136511108	136511194	136511213	NOTCH1	ampl1891	NOTCH1-A56
chr9	136511169	136511191	136511278	136511297	NOTCH1	ampl336	NOTCH1-A57
chr9	136513315	136513334	136513430	136513450	NOTCH1	ampl1825	NOTCH1-A58
chr9	136513409	136513427	136513518	136513539	NOTCH1	ampl675	NOTCH1-A59
chr9	136513486	136513508	136513605	136513625	NOTCH1	ampl1827	NOTCH1-A60
chr9	136514453	136514473	136514562	136514582	NOTCH1	ampl739	NOTCH1-A61
chr9	136514546	136514566	136514665	136514684	NOTCH1	ampl1546	NOTCH1-A62
chr9	136514674	136514700	136514792	136514812	NOTCH1	ampl741	NOTCH1-A63
chr9	136515302	136515322	136515413	136515433	NOTCH1	ampl1873	NOTCH1-A64
chr9	136515388	136515407	136515505	136515524	NOTCH1	ampl689	NOTCH1-A65
chr9	136515558	136515577	136515672	136515692	NOTCH1	ampl1843	NOTCH1-A66
chr9	136515561	136515582	136515681	136515700	NOTCH1	ampl691	NOTCH1-A67
chr9	136515904	136515926	136516021	136516042	NOTCH1	ampl1837	NOTCH1-A68
chr9	136515997	136516017	136516115	136516136	NOTCH1	ampl685	NOTCH1-A69
chr9	136517341	136517360	136517446	136517467	NOTCH1	ampl1544	NOTCH1-A70
chr9	136517709	136517728	136517816	136517835	NOTCH1	ampl695	NOTCH1-A71
chr9	136517758	136517778	136517873	136517892	NOTCH1	ampl1847	NOTCH1-A72
chr9	136517869	136517888	136517985	136518004	NOTCH1	ampl326	NOTCH1-A73
chr9	136518133	136518152	136518253	136518272	NOTCH1	ampl1875	NOTCH1-A74
chr9	136518142	136518161	136518262	136518280	NOTCH1	ampl721	NOTCH1-A75
chr9	136518488	136518508	136518607	136518627	NOTCH1	ampl1883	NOTCH1-A76
chr9	136518604	136518624	136518713	136518733	NOTCH1	ampl330	NOTCH1-A77
chr9	136518684	136518703	136518798	136518820	NOTCH1	ampl1881	NOTCH1-A78
chr9	136518769	136518788	136518884	136518903	NOTCH1	ampl328	NOTCH1-A79
chr9	136519361	136519380	136519473	136519492	NOTCH1	ampl1877	NOTCH1-A80
chr9	136519510	136519532	136519629	136519648	NOTCH1	ampl723	NOTCH1-A81
chr9	136522986	136523005	136523105	136523125	NOTCH1	ampl1879	NOTCH1-A82
chr9	136523636	136523656	136523745	136523763	NOTCH1	ampl288	NOTCH1-A83
chr9	136523735	136523753	136523851	136523871	NOTCH1	ampl1793	NOTCH1-A84
chr9	136544011	136544029	136544113	136544136	NOTCH1	ampl743	NOTCH1-A85
chr10	43100415	43100438	43100535	43100554	RET	ampl605	RET-A01
chr10	43100488	43100512	43100593	43100613	RET	ampl1819	RET-A02
chr10	43100601	43100620	43100706	43100727	RET	ampl607	RET-A03
chr10	43100676	43100696	43100781	43100802	RET	ampl1821	RET-A04
chr10	43102239	43102259	43102356	43102376	RET	ampl611	RET-A05
chr10	43102321	43102343	43102434	43102460	RET	ampl1849	RET-A06
chr10	43102387	43102407	43102496	43102517	RET	ampl613	RET-A07
chr10	43102577	43102596	43102689	43102708	RET	ampl1704	RET-A08
chr10	43105089	43105108	43105207	43105227	RET	ampl734	RET-A09
chr10	43106275	43106295	43106395	43106414	RET	ampl1811	RET-A10
chr10	43106391	43106409	43106511	43106530	RET	ampl573	RET-A11
chr10	43106487	43106505	43106605	43106625	RET	ampl1813	RET-A12
chr10	43108991	43109011	43109092	43109115	RET	ampl575	RET-A13
chr10	43109059	43109078	43109177	43109197	RET	ampl1815	RET-A14
chr10	43109128	43109150	43109236	43109258	RET	ampl534	RET-A15
chr10	43111135	43111158	43111247	43111269	RET	ampl1803	RET-A16
chr10	43111216	43111237	43111329	43111352	RET	ampl565	RET-A17
chr10	43111332	43111357	43111438	43111459	RET	ampl1702	RET-A18
chr10	43111405	43111425	43111522	43111544	RET	ampl567	RET-A19
chr10	43112081	43112101	43112197	43112218	RET	ampl1823	RET-A20
chr10	43112145	43112164	43112262	43112280	RET	ampl609	RET-A21
chr10	43112750	43112771	43112864	43112886	RET	ampl1859	RET-A22
chr10	43112847	43112867	43112959	43112983	RET	ampl651	RET-A23
chr10	43113530	43113548	43113638	43113658	RET	ampl1855	RET-A24
chr10	43113609	43113628	43113717	43113739	RET	ampl619	RET-A25
chr10	43114472	43114491	43114576	43114598	RET	ampl1682	RET-A26
chr10	43114534	43114553	43114646	43114665	RET	ampl649	RET-A27
chr10	43114607	43114629	43114726	43114746	RET	ampl1730	RET-A28
chr10	43116526	43116549	43116639	43116662	RET	ampl601	RET-A29
chr10	43116606	43116629	43116726	43116745	RET	ampl1817	RET-A30
chr10	43116713	43116735	43116828	43116849	RET	ampl603	RET-A31
chr10	43118327	43118345	43118439	43118464	RET	ampl1853	RET-A32
chr10	43118412	43118433	43118530	43118551	RET	ampl617	RET-A33
chr10	43119419	43119439	43119539	43119558	RET	ampl1809	RET-A34
chr10	43119721	43119742	43119840	43119860	RET	ampl571	RET-A35
chr10	43120059	43120082	43120158	43120184	RET	ampl1684	RET-A36
chr10	43120078	43120098	43120185	43120205	RET	ampl1085	RET-A37
chr10	43121889	43121913	43121987	43122013	RET	ampl1775	RET-A38
chr10	43121950	43121977	43122045	43122075	RET	ampl561	RET-A39
chr10	43123642	43123664	43123746	43123769	RET	ampl1801	RET-A40
chr10	43123658	43123682	43123776	43123796	RET	ampl563	RET-A41
chr10	43124851	43124875	43124966	43124990	RET	ampl1851	RET-A42
chr10	43124934	43124956	43125048	43125072	RET	ampl615	RET-A43
chr10	43126500	43126529	43126619	43126639	RET	ampl1805	RET-A44
chr10	43126597	43126619	43126692	43126722	RET	ampl569	RET-A45
chr10	43126688	43126710	43126785	43126815	RET	ampl1807	RET-A46
chr10	43128020	43128043	43128136	43128158	RET	ampl621	RET-A47
chr10	43128093	43128122	43128200	43128230	RET	ampl1857	RET-A48
chr10	43128168	43128190	43128274	43128301	RET	ampl623	RET-A49
chr10	87864425	87864449	87864523	87864549	PTEN	ampl1697	PTEN-A01
chr10	87864486	87864513	87864586	87864611	PTEN	ampl549	PTEN-A02
chr10	87893976	87894008	87894081	87894114	PTEN	ampl1343	PTEN-A03
chr10	87894052	87894077	87894158	87894191	PTEN	ampl175	PTEN-A04
chr10	87925455	87925486	87925554	87925587	PTEN	ampl1381	PTEN-A05
chr10	87925502	87925534	87925607	87925639	PTEN	ampl187	PTEN-A06
chr10	87930954	87930985	87931063	87931086	PTEN	ampl1369	PTEN-A07
chr10	87931023	87931053	87931121	87931151	PTEN	ampl177	PTEN-A08
chr10	87932928	87932957	87933037	87933063	PTEN	ampl1375	PTEN-A09
chr10	87932997	87933027	87933112	87933136	PTEN	ampl183	PTEN-A10
chr10	87933077	87933103	87933194	87933216	PTEN	ampl1377	PTEN-A11
chr10	87933154	87933186	87933260	87933292	PTEN	ampl481	PTEN-A12
chr10	87952031	87952057	87952140	87952170	PTEN	ampl1379	PTEN-A13
chr10	87952105	87952130	87952200	87952229	PTEN	ampl185	PTEN-A14
chr10	87957808	87957838	87957919	87957947	PTEN	ampl1233	PTEN-A15
chr10	87957874	87957905	87957968	87957998	PTEN	ampl455	PTEN-A16
chr10	87960791	87960823	87960894	87960926	PTEN	ampl1371	PTEN-A17
chr10	87960887	87960916	87960992	87961017	PTEN	ampl179	PTEN-A18
chr10	87960950	87960982	87961056	87961089	PTEN	ampl1373	PTEN-A19
chr10	87961015	87961046	87961111	87961144	PTEN	ampl181	PTEN-A20
chr10	87965233	87965266	87965342	87965371	PTEN	ampl1383	PTEN-A21
chr10	87965310	87965332	87965420	87965449	PTEN	ampl189	PTEN-A22
chr10	87965379	87965410	87965477	87965510	PTEN	ampl1695	PTEN-A23
chr10	121479532	121479564	121479648	121479671	FGFR2	ampl698	FGFR2-A01
chr10	121479618	121479638	121479714	121479747	FGFR2	ampl1902	FGFR2-A02
chr10	121479751	121479779	121479865	121479889	FGFR2	ampl700	FGFR2-A03
chr10	121479837	121479859	121479933	121479961	FGFR2	ampl1904	FGFR2-A04
chr10	121479935	121479964	121480032	121480061	FGFR2	ampl702	FGFR2-A05
chr10	121482129	121482152	121482236	121482265	FGFR2	ampl1826	FGFR2-A06
chr10	121483628	121483653	121483745	121483767	FGFR2	ampl860	FGFR2-A07
chr10	121483709	121483735	121483817	121483847	FGFR2	ampl2000	FGFR2-A08
chr10	121485335	121485358	121485451	121485473	FGFR2	ampl474	FGFR2-A09
chr10	121485417	121485441	121485532	121485555	FGFR2	ampl1706	FGFR2-A10
chr10	121485495	121485521	121485597	121485621	FGFR2	ampl476	FGFR2-A11
chr10	121487253	121487276	121487362	121487391	FGFR2	ampl1998	FGFR2-A12
chr10	121487324	121487352	121487424	121487454	FGFR2	ampl858	FGFR2-A13
chr10	121487963	121487983	121488061	121488091	FGFR2	ampl1722	FGFR2-A14
chr10	121487983	121488013	121488092	121488122	FGFR2	ampl516	FGFR2-A15
chr10	121496503	121496527	121496616	121496642	FGFR2	ampl1726	FGFR2-A16
chr10	121496586	121496609	121496701	121496725	FGFR2	ampl520	FGFR2-A17
chr10	121496669	121496691	121496772	121496802	FGFR2	ampl1728	FGFR2-A18
chr10	121498441	121498469	121498541	121498569	FGFR2	ampl506	FGFR2-A19
chr10	121498503	121498531	121498610	121498639	FGFR2	ampl1712	FGFR2-A20
chr10	121500747	121500770	121500860	121500886	FGFR2	ampl862	FGFR2-A21
chr10	121500820	121500843	121500931	121500951	FGFR2	ampl2122	FGFR2-A22
chr10	121500897	121500919	121500992	121501021	FGFR2	ampl854	FGFR2-A23
chr10	121503762	121503784	121503867	121503891	FGFR2	ampl1724	FGFR2-A24
chr10	121503786	121503815	121503903	121503925	FGFR2	ampl518	FGFR2-A25
chr10	121515021	121515044	121515138	121515160	FGFR2	ampl1708	FGFR2-A26
chr10	121515101	121515131	121515215	121515239	FGFR2	ampl478	FGFR2-A27
chr10	121515183	121515205	121515288	121515315	FGFR2	ampl1710	FGFR2-A28
chr10	121515253	121515278	121515358	121515382	FGFR2	ampl480	FGFR2-A29
chr10	121517249	121517278	121517345	121517373	FGFR2	ampl1718	FGFR2-A30
chr10	121517308	121517335	121517421	121517445	FGFR2	ampl512	FGFR2-A31
chr10	121517389	121517411	121517492	121517517	FGFR2	ampl1748	FGFR2-A32
chr10	121518602	121518624	121518712	121518736	FGFR2	ampl522	FGFR2-A33
chr10	121518673	121518697	121518780	121518802	FGFR2	ampl1750	FGFR2-A34
chr10	121519903	121519927	121520012	121520036	FGFR2	ampl470	FGFR2-A35
chr10	121519974	121519998	121520091	121520111	FGFR2	ampl1680	FGFR2-A36
chr10	121520061	121520081	121520168	121520190	FGFR2	ampl472	FGFR2-A37
chr10	121538539	121538561	121538644	121538672	FGFR2	ampl2285	FGFR2-A38
chr10	121538611	121538634	121538720	121538748	FGFR2	ampl1087	FGFR2-A39
chr10	121551259	121551288	121551376	121551397	FGFR2	ampl1720	FGFR2-A40
chr10	121551317	121551342	121551420	121551449	FGFR2	ampl514	FGFR2-A41
chr10	121564408	121564430	121564521	121564544	FGFR2	ampl1746	FGFR2-A42
chr10	121564487	121564511	121564584	121564611	FGFR2	ampl552	FGFR2-A43
chr10	121565384	121565412	121565488	121565508	FGFR2	ampl1714	FGFR2-A44
chr10	121565450	121565478	121565549	121565574	FGFR2	ampl508	FGFR2-A45
chr10	121565548	121565573	121565661	121565687	FGFR2	ampl1716	FGFR2-A46
chr10	121565586	121565610	121565689	121565712	FGFR2	ampl510	FGFR2-A47
chr10	121593614	121593640	121593731	121593753	FGFR2	ampl1906	FGFR2-A48
chr10	121593696	121593726	121593810	121593833	FGFR2	ampl704	FGFR2-A49
chr10	121593761	121593781	121593862	121593885	FGFR2	ampl1908	FGFR2-A50
chr11	532631	532651	532733	532755	HRAS	ampl168	HRAS-A01
chr11	532644	532664	532759	532780	HRAS	ampl1316	HRAS-A02
chr11	533464	533483	533570	533588	HRAS	ampl17	HRAS-A03
chr11	533517	533536	533622	533642	HRAS	ampl1312	HRAS-A04
chr11	533663	533683	533778	533802	HRAS	ampl164	HRAS-A05
chr11	533758	533778	533878	533897	HRAS	ampl1308	HRAS-A06
chr11	533833	533851	533936	533957	HRAS	ampl166	HRAS-A07
chr11	533893	533912	534006	534029	HRAS	ampl1310	HRAS-A08
chr11	534142	534162	534244	534266	HRAS	ampl19	HRAS-A09
chr11	534201	534222	534302	534325	HRAS	ampl1314	HRAS-A10
chr11	108227586	108227612	108227679	108227710	ATM	ampl11	ATM-A01
